filepath,filename,artist,is_van_gogh
/kaggle/input/wikiart/Post_Impressionism/ilya-mashkov_portrait-of-the-artist-s-wife-maria-ivanovna-mashkova-1923.jpg,ilya-mashkov_portrait-of-the-artist-s-wife-maria-ivanovna-mashkova-1923.jpg,ilya-mashkov,0
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_mysterious-water-1893.jpg,paul-gauguin_mysterious-water-1893.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_the-first-group-of-bakhchisarai-1930.jpg,pyotr-konchalovsky_the-first-group-of-bakhchisarai-1930.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_cypresses-1889-3(1).jpg,vincent-van-gogh_cypresses-1889-3(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_garden-of-the-asylum-and-tree-trunks-and-a-stone-bench-1889(1).jpg,vincent-van-gogh_garden-of-the-asylum-and-tree-trunks-and-a-stone-bench-1889(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_garden-of-the-asylum-1889(1).jpg,vincent-van-gogh_garden-of-the-asylum-1889(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_houses-near-the-eure.jpg,gustave-loiseau_houses-near-the-eure.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/rafael-zabaleta_national-museum-of-archaeology.jpg,rafael-zabaleta_national-museum-of-archaeology.jpg,rafael-zabaleta,0
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_breton-boy-in-a-landscape-with-goose-1889.jpg,paul-gauguin_breton-boy-in-a-landscape-with-goose-1889.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/lajos-tihanyi_landscape-1912.jpg,lajos-tihanyi_landscape-1912.jpg,lajos-tihanyi,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_portrait-of-patience-escalier-1888.jpg,vincent-van-gogh_portrait-of-patience-escalier-1888.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/maxime-maufra_evening-twilight-on-the-seine.jpg,maxime-maufra_evening-twilight-on-the-seine.jpg,maxime-maufra,0
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_balaklava-the-window-the-grapes-on-the-table-1929.jpg,pyotr-konchalovsky_balaklava-the-window-the-grapes-on-the-table-1929.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_cliffs-by-the-sea.jpg,gustave-loiseau_cliffs-by-the-sea.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_the-bridle-path-central-park-1902.jpg,maurice-prendergast_the-bridle-path-central-park-1902.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_head-of-a-woman-with-her-hair-loose-1886.jpg,vincent-van-gogh_head-of-a-woman-with-her-hair-loose-1886.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/maxime-maufra_back-to-fishing-boats-in-belle-isle-en-mer-1910.jpg,maxime-maufra_back-to-fishing-boats-in-belle-isle-en-mer-1910.jpg,maxime-maufra,0
/kaggle/input/wikiart/Post_Impressionism/ilya-mashkov_still-life-1912.jpg,ilya-mashkov_still-life-1912.jpg,ilya-mashkov,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_scene-of-venice.jpg,maurice-prendergast_scene-of-venice.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_on-the-beach-st-malo.jpg,maurice-prendergast_on-the-beach-st-malo.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/dumitru-ghiatza_mug-with-anemones.jpg,dumitru-ghiatza_mug-with-anemones.jpg,dumitru-ghiatza,0
/kaggle/input/wikiart/Post_Impressionism/jacek-malczewski_poisoned-well-v.jpg,jacek-malczewski_poisoned-well-v.jpg,jacek-malczewski,0
/kaggle/input/wikiart/Post_Impressionism/constantine-maleas_olympia.jpg,constantine-maleas_olympia.jpg,constantine-maleas,0
/kaggle/input/wikiart/Post_Impressionism/moise-kisling_not-identified-27.jpg,moise-kisling_not-identified-27.jpg,moise-kisling,0
/kaggle/input/wikiart/Post_Impressionism/serge-sudeikin_russian-ballet-pavlova-and-nijinsky-in-pavillon-d-armide-1907.jpg,serge-sudeikin_russian-ballet-pavlova-and-nijinsky-in-pavillon-d-armide-1907.jpg,serge-sudeikin,0
/kaggle/input/wikiart/Post_Impressionism/georges-seurat_the-cart-or-the-horse-hauler.jpg,georges-seurat_the-cart-or-the-horse-hauler.jpg,georges-seurat,0
/kaggle/input/wikiart/Post_Impressionism/william-scott_breton-nude-1939.jpg,william-scott_breton-nude-1939.jpg,william-scott,0
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_poplars-by-the-eau-river-1903.jpg,gustave-loiseau_poplars-by-the-eau-river-1903.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/jacques-villon_le-petit-man-ge-rue-caulaincourt-1905.jpg,jacques-villon_le-petit-man-ge-rue-caulaincourt-1905.jpg,jacques-villon,0
/kaggle/input/wikiart/Post_Impressionism/henri-matisse_the-bed-in-the-mirror.jpg,henri-matisse_the-bed-in-the-mirror.jpg,henri-matisse,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_interior-of-a-restaurant-1887-1.jpg,vincent-van-gogh_interior-of-a-restaurant-1887-1.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/henri-de-toulouse-lautrec_at-the-piano-madame-juliette-pascal-in-the-salon-of-the-chateau-de-malrome-1896.jpg,henri-de-toulouse-lautrec_at-the-piano-madame-juliette-pascal-in-the-salon-of-the-chateau-de-malrome-1896.jpg,henri-de-toulouse-lautrec,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_two-heads-of-men.jpg,vincent-van-gogh_two-heads-of-men.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/salvador-dali_summer-night.jpg,salvador-dali_summer-night.jpg,salvador-dali,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_churches-at-petersham-and-turnham-green(1).jpg,vincent-van-gogh_churches-at-petersham-and-turnham-green(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_landscape-figures-cottages-and-boats.jpg,maurice-prendergast_landscape-figures-cottages-and-boats.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/anita-malfatti_paisagem-de-santo-amaro-1920.jpg,anita-malfatti_paisagem-de-santo-amaro-1920.jpg,anita-malfatti,0
/kaggle/input/wikiart/Post_Impressionism/edouard-cortes_tower-saint-jacques.jpg,edouard-cortes_tower-saint-jacques.jpg,edouard-cortes,0
/kaggle/input/wikiart/Post_Impressionism/panayiotis-tetsis_houses.jpg,panayiotis-tetsis_houses.jpg,panayiotis-tetsis,0
/kaggle/input/wikiart/Post_Impressionism/walter-battiss_guinea-fowl.jpg,walter-battiss_guinea-fowl.jpg,walter-battiss,0
/kaggle/input/wikiart/Post_Impressionism/ion-theodorescu-sion_miori-a-1923.jpg,ion-theodorescu-sion_miori-a-1923.jpg,ion-theodorescu-sion,0
/kaggle/input/wikiart/Post_Impressionism/leroy-neiman_bistro-garden-1997.jpg,leroy-neiman_bistro-garden-1997.jpg,leroy-neiman,0
/kaggle/input/wikiart/Post_Impressionism/salvador-dali_the-garden-at-lyane.jpg,salvador-dali_the-garden-at-lyane.jpg,salvador-dali,0
/kaggle/input/wikiart/Post_Impressionism/suzanne-valadon_nude-at-the-mirror-1909.jpg,suzanne-valadon_nude-at-the-mirror-1909.jpg,suzanne-valadon,0
/kaggle/input/wikiart/Post_Impressionism/mary-fedden_winter-still-life-with-candle-1950.jpg,mary-fedden_winter-still-life-with-candle-1950.jpg,mary-fedden,0
/kaggle/input/wikiart/Post_Impressionism/walter-sickert_lady-martin-1935.jpg,walter-sickert_lady-martin-1935.jpg,walter-sickert,0
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_quay-of-the-hotel-deville-in-paris.jpg,gustave-loiseau_quay-of-the-hotel-deville-in-paris.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/henri-matisse_laurette-in-green-in-a-pink-chair-1917.jpg,henri-matisse_laurette-in-green-in-a-pink-chair-1917.jpg,henri-matisse,0
/kaggle/input/wikiart/Post_Impressionism/menez_sem-t-tulo-1986.jpg,menez_sem-t-tulo-1986.jpg,menez,0
/kaggle/input/wikiart/Post_Impressionism/marsden-hartley_mont-sainte-victoire-1927.jpg,marsden-hartley_mont-sainte-victoire-1927.jpg,marsden-hartley,0
/kaggle/input/wikiart/Post_Impressionism/ilya-mashkov_vegetables.jpg,ilya-mashkov_vegetables.jpg,ilya-mashkov,0
/kaggle/input/wikiart/Post_Impressionism/istvan-ilosvai-varga_yellow-blockhouse-1934.jpg,istvan-ilosvai-varga_yellow-blockhouse-1934.jpg,istvan-ilosvai-varga,0
/kaggle/input/wikiart/Post_Impressionism/henri-matisse_antibes-1908.jpg,henri-matisse_antibes-1908.jpg,henri-matisse,0
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_bathers.jpg,pyotr-konchalovsky_bathers.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_joseph-etienne-roulin-1889.jpg,vincent-van-gogh_joseph-etienne-roulin-1889.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/nicolae-tonitza_winter-landscape-1927.jpg,nicolae-tonitza_winter-landscape-1927.jpg,nicolae-tonitza,0
/kaggle/input/wikiart/Post_Impressionism/abraham-manievich_winter-scene-with-church-1911.jpg,abraham-manievich_winter-scene-with-church-1911.jpg,abraham-manievich,0
/kaggle/input/wikiart/Post_Impressionism/constantin-piliuta_the-philosopher.jpg,constantin-piliuta_the-philosopher.jpg,constantin-piliuta,0
/kaggle/input/wikiart/Post_Impressionism/david-burliuk_view-of-burliuk-estate-usa-1945(1).jpg,david-burliuk_view-of-burliuk-estate-usa-1945(1).jpg,david-burliuk,0
/kaggle/input/wikiart/Post_Impressionism/theo-van-doesburg_two-dogs-1899.jpg,theo-van-doesburg_two-dogs-1899.jpg,theo-van-doesburg,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_olive-picking-1889-1.jpg,vincent-van-gogh_olive-picking-1889-1.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_landscape-with-peacocks-1892.jpg,paul-gauguin_landscape-with-peacocks-1892.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/maxime-maufra_brittany-1892.jpg,maxime-maufra_brittany-1892.jpg,maxime-maufra,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_people-walking-on-a-street-in-the-evening-1886.jpg,vincent-van-gogh_people-walking-on-a-street-in-the-evening-1886.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/henri-de-toulouse-lautrec_in-bed-1892.jpg,henri-de-toulouse-lautrec_in-bed-1892.jpg,henri-de-toulouse-lautrec,0
/kaggle/input/wikiart/Post_Impressionism/roger-bissi├г┬иre_still-life-with-glass-and-grapes-1923.jpg,roger-bissi├г┬иre_still-life-with-glass-and-grapes-1923.jpg,roger-bissi├г┬иre,0
/kaggle/input/wikiart/Post_Impressionism/theo-van-rysselberghe_the-balustrade.jpg,theo-van-rysselberghe_the-balustrade.jpg,theo-van-rysselberghe,0
/kaggle/input/wikiart/Post_Impressionism/pierre-bonnard_at-the-fence-1895.jpg,pierre-bonnard_at-the-fence-1895.jpg,pierre-bonnard,0
/kaggle/input/wikiart/Post_Impressionism/nicolae-tonitza_spanish-woman-1928.jpg,nicolae-tonitza_spanish-woman-1928.jpg,nicolae-tonitza,0
/kaggle/input/wikiart/Post_Impressionism/david-burliuk_australia-1954.jpg,david-burliuk_australia-1954.jpg,david-burliuk,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_the-house-of-pere-eloi-1890.jpg,vincent-van-gogh_the-house-of-pere-eloi-1890.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/suzanne-valadon_self-portrait-1927.jpg,suzanne-valadon_self-portrait-1927.jpg,suzanne-valadon,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_in-the-park-also-known-as-the-promenade.jpg,maurice-prendergast_in-the-park-also-known-as-the-promenade.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_fishing-boats-on-the-beach-1888(1).jpg,vincent-van-gogh_fishing-boats-on-the-beach-1888(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_still-life-three-roses-1935.jpg,pyotr-konchalovsky_still-life-three-roses-1935.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_peach-tree-in-bloom-in-memory-of-mauve-1888.jpg,vincent-van-gogh_peach-tree-in-bloom-in-memory-of-mauve-1888.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_women-at-the-banks-of-river-1892.jpg,paul-gauguin_women-at-the-banks-of-river-1892.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/asgrimur-jonsson_autumn-at-thingvellir-1949.jpg,asgrimur-jonsson_autumn-at-thingvellir-1949.jpg,asgrimur-jonsson,0
/kaggle/input/wikiart/Post_Impressionism/tom-thomson_morning-cloud-1913.jpg,tom-thomson_morning-cloud-1913.jpg,tom-thomson,0
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_woods-by-the-oise-river-1919.jpg,gustave-loiseau_woods-by-the-oise-river-1919.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/francisc-sirato_c-rcium-rese.jpg,francisc-sirato_c-rcium-rese.jpg,francisc-sirato,0
/kaggle/input/wikiart/Post_Impressionism/william-scott_five-pears-1976.jpg,william-scott_five-pears-1976.jpg,william-scott,0
/kaggle/input/wikiart/Post_Impressionism/ferdinand-hodler_maggia-delta-before-sunrise-1893.jpg,ferdinand-hodler_maggia-delta-before-sunrise-1893.jpg,ferdinand-hodler,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_dance-hall-1885(1).jpg,vincent-van-gogh_dance-hall-1885(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_sketch-of-an-eroded-garden-wall-ornament-1890-1.jpg,vincent-van-gogh_sketch-of-an-eroded-garden-wall-ornament-1890-1.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_vanya-from-samokrazhi-drawing-for-the-painting-the-fish-market-1928.jpg,pyotr-konchalovsky_vanya-from-samokrazhi-drawing-for-the-painting-the-fish-market-1928.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/jacek-malczewski_lutoslawice.jpg,jacek-malczewski_lutoslawice.jpg,jacek-malczewski,0
/kaggle/input/wikiart/Post_Impressionism/henri-matisse_body-of-a-girl-1918.jpg,henri-matisse_body-of-a-girl-1918.jpg,henri-matisse,0
/kaggle/input/wikiart/Post_Impressionism/salvador-dali_portrait-of-maria-carbona-1.jpg,salvador-dali_portrait-of-maria-carbona-1.jpg,salvador-dali,0
/kaggle/input/wikiart/Post_Impressionism/pierre-bonnard_self-portrait-1942.jpg,pierre-bonnard_self-portrait-1942.jpg,pierre-bonnard,0
/kaggle/input/wikiart/Post_Impressionism/gregoire-boonzaier_druiwepakkers-1960.jpg,gregoire-boonzaier_druiwepakkers-1960.jpg,gregoire-boonzaier,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_cherubs.jpg,maurice-prendergast_cherubs.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_leningrad-the-bridge-on-the-canal-1931.jpg,pyotr-konchalovsky_leningrad-the-bridge-on-the-canal-1931.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/henri-matisse_flowers-in-front-of-a-window-1922.jpg,henri-matisse_flowers-in-front-of-a-window-1922.jpg,henri-matisse,0
/kaggle/input/wikiart/Post_Impressionism/salvador-dali_study-for-self-portrait.jpg,salvador-dali_study-for-self-portrait.jpg,salvador-dali,0
/kaggle/input/wikiart/Post_Impressionism/edouard-cortes_place-de-clichy-in-winter.jpg,edouard-cortes_place-de-clichy-in-winter.jpg,edouard-cortes,0
/kaggle/input/wikiart/Post_Impressionism/istvan-nagy_landscape-in-transylvania.jpg,istvan-nagy_landscape-in-transylvania.jpg,istvan-nagy,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_children-in-the-park.jpg,maurice-prendergast_children-in-the-park.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/maurice-prendergast_the-red-cape.jpg,maurice-prendergast_the-red-cape.jpg,maurice-prendergast,0
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_autumn-landscape-1923.jpg,pyotr-konchalovsky_autumn-landscape-1923.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/ilya-mashkov_nude-1918.jpg,ilya-mashkov_nude-1918.jpg,ilya-mashkov,0
/kaggle/input/wikiart/Post_Impressionism/maurice-utrillo_moulin-de-la-galette-5.jpg,maurice-utrillo_moulin-de-la-galette-5.jpg,maurice-utrillo,0
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_painting-for-children-1930.jpg,pyotr-konchalovsky_painting-for-children-1930.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_the-moulin-de-la-galette-1886.jpg,vincent-van-gogh_the-moulin-de-la-galette-1886.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_still-life-with-a-jug-1910.jpg,pyotr-konchalovsky_still-life-with-a-jug-1910.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_vairumati-1892.jpg,paul-gauguin_vairumati-1892.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/theo-van-rysselberghe_woman-with-violin-portrait-of-rene-druet-1910.jpg,theo-van-rysselberghe_woman-with-violin-portrait-of-rene-druet-1910.jpg,theo-van-rysselberghe,0
/kaggle/input/wikiart/Post_Impressionism/pierre-bonnard_landscape-in-normady-1920.jpg,pierre-bonnard_landscape-in-normady-1920.jpg,pierre-bonnard,0
/kaggle/input/wikiart/Post_Impressionism/henri-de-toulouse-lautrec_madame-aline-gibert-1887.jpg,henri-de-toulouse-lautrec_madame-aline-gibert-1887.jpg,henri-de-toulouse-lautrec,0
/kaggle/input/wikiart/Post_Impressionism/henri-de-toulouse-lautrec_emile-davoust-1889.jpg,henri-de-toulouse-lautrec_emile-davoust-1889.jpg,henri-de-toulouse-lautrec,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_portrait-of-dr-felix-rey-1889.jpg,vincent-van-gogh_portrait-of-dr-felix-rey-1889.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/koloman-moser_landscape-in-semmering.jpg,koloman-moser_landscape-in-semmering.jpg,koloman-moser,0
/kaggle/input/wikiart/Post_Impressionism/kazuo-nakamura_untitled-2-potted-plants.jpg,kazuo-nakamura_untitled-2-potted-plants.jpg,kazuo-nakamura,0
/kaggle/input/wikiart/Post_Impressionism/constantine-maleas_black-man.jpg,constantine-maleas_black-man.jpg,constantine-maleas,0
/kaggle/input/wikiart/Post_Impressionism/ion-theodorescu-sion_composition-with-romanian-motifs-1924.jpg,ion-theodorescu-sion_composition-with-romanian-motifs-1924.jpg,ion-theodorescu-sion,0
/kaggle/input/wikiart/Post_Impressionism/paul-cezanne_self-portrait-with-palette.jpg,paul-cezanne_self-portrait-with-palette.jpg,paul-cezanne,0
/kaggle/input/wikiart/Post_Impressionism/paul-cezanne_three-pears-1879.jpg,paul-cezanne_three-pears-1879.jpg,paul-cezanne,0
/kaggle/input/wikiart/Post_Impressionism/janos-tornyai_view-at-szentendre-1933.jpg,janos-tornyai_view-at-szentendre-1933.jpg,janos-tornyai,0
/kaggle/input/wikiart/Post_Impressionism/martiros-saryan_ashtarak-in-hazy-day-1954.jpg,martiros-saryan_ashtarak-in-hazy-day-1954.jpg,martiros-saryan,0
/kaggle/input/wikiart/Post_Impressionism/constantine-maleas_landscape-of-attica.jpg,constantine-maleas_landscape-of-attica.jpg,constantine-maleas,0
/kaggle/input/wikiart/Post_Impressionism/david-burliuk_still-life-with-fliwers-on-palette.jpg,david-burliuk_still-life-with-fliwers-on-palette.jpg,david-burliuk,0
/kaggle/input/wikiart/Post_Impressionism/jean-hugo_l-homme-du-d-sert-1972.jpg,jean-hugo_l-homme-du-d-sert-1972.jpg,jean-hugo,0
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_moulin-a-pont-aven.jpg,gustave-loiseau_moulin-a-pont-aven.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/paul-cezanne_bridge-over-the-marne-1888.jpg,paul-cezanne_bridge-over-the-marne-1888.jpg,paul-cezanne,0
/kaggle/input/wikiart/Post_Impressionism/karl-schrag_treetops-autumn-moon-1972.jpg,karl-schrag_treetops-autumn-moon-1972.jpg,karl-schrag,0
/kaggle/input/wikiart/Post_Impressionism/viorel-marginean_peacock-4.jpg,viorel-marginean_peacock-4.jpg,viorel-marginean,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_sun-disk-above-a-path-between-shrubs-1890.jpg,vincent-van-gogh_sun-disk-above-a-path-between-shrubs-1890.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/arturo-souto_cover-for-the-magazine-vieiros-no-2-1962.jpg,arturo-souto_cover-for-the-magazine-vieiros-no-2-1962.jpg,arturo-souto,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_sheet-with-figures-and-hands-1890.jpg,vincent-van-gogh_sheet-with-figures-and-hands-1890.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_pont-aven-rain.jpg,gustave-loiseau_pont-aven-rain.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/vladimir-dimitrov_unknown-title-25.jpg,vladimir-dimitrov_unknown-title-25.jpg,vladimir-dimitrov,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_still-life-with-grapes-1887.jpg,vincent-van-gogh_still-life-with-grapes-1887.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_portrait-of-a-woman-with-a-red-ribbon-1885.jpg,vincent-van-gogh_portrait-of-a-woman-with-a-red-ribbon-1885.jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/gustave-loiseau_suspended-bridge-at-triel-1917.jpg,gustave-loiseau_suspended-bridge-at-triel-1917.jpg,gustave-loiseau,0
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_women-at-the-riverside-1892.jpg,paul-gauguin_women-at-the-riverside-1892.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/paul-cezanne_still-life-with-apples-1894.jpg,paul-cezanne_still-life-with-apples-1894.jpg,paul-cezanne,0
/kaggle/input/wikiart/Post_Impressionism/david-burliuk_a-house-in-the-steppe-1908.jpg,david-burliuk_a-house-in-the-steppe-1908.jpg,david-burliuk,0
/kaggle/input/wikiart/Post_Impressionism/marcel-duchamp_church-at-blainville-1902.jpg,marcel-duchamp_church-at-blainville-1902.jpg,marcel-duchamp,0
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_breton-women-at-the-turn-1888.jpg,paul-gauguin_breton-women-at-the-turn-1888.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/jacek-malczewski_ellenai-1910.jpg,jacek-malczewski_ellenai-1910.jpg,jacek-malczewski,0
/kaggle/input/wikiart/Post_Impressionism/vincent-van-gogh_enclosed-field-with-peasant-1889(1).jpg,vincent-van-gogh_enclosed-field-with-peasant-1889(1).jpg,vincent-van-gogh,1
/kaggle/input/wikiart/Post_Impressionism/pyotr-konchalovsky_still-life-1910.jpg,pyotr-konchalovsky_still-life-1910.jpg,pyotr-konchalovsky,0
/kaggle/input/wikiart/Post_Impressionism/paul-gauguin_siesta-1894.jpg,paul-gauguin_siesta-1894.jpg,paul-gauguin,0
/kaggle/input/wikiart/Post_Impressionism/jacques-villon_irl-on-balcony-1900.jpg,jacques-villon_irl-on-balcony-1900.jpg,jacques-villon,0
/kaggle/input/wikiart/Post_Impressionism/henri-matisse_woman-with-mandolin-1922.jpg,henri-matisse_woman-with-mandolin-1922.jpg,henri-matisse,0
/kaggle/input/wikiart/Post_Impressionism/pierre-bonnard_not_detected_221937.jpg,pierre-bonnard_not_detected_221937.jpg,pierre-bonnard,0
/kaggle/input/wikiart/Post_Impressionism/tom-thomson_pine-island-georgian-bay-1916.jpg,tom-thomson_pine-island-georgian-bay-1916.jpg,tom-thomson,0
/kaggle/input/wikiart/Post_Impressionism/nicolae-tonitza_field-flowers.jpg,nicolae-tonitza_field-flowers.jpg,nicolae-tonitza,0
